gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,score_mean,score_max,score_min,score_std,total_assessments,is_banked_mean,reg_mean,reg_min,unreg_count,clicks_total,vle_mean,vle_max,vle_min,vle_activity_range,engagement_score
M,West Midlands Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail,73.33333333333333,100.0,40.0,19.20286436967152,9.0,0.0,-39.0,-39.0,0,102.0,123.73529411764706,228.0,-12.0,240.0,7479.999999999999
F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,53.0,69.0,0.0,21.005951537600005,9.0,0.0,-20.5,-24.0,1,540.0,95.0925925925926,233.0,-17.0,250.0,28620.0
F,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,82.80952380952381,100.0,40.0,14.400066137414258,21.0,0.0,-114.0,-163.0,0,2074.0,114.21022179363548,261.0,-17.0,278.0,171746.9523809524
M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,80,N,Fail,60.0,60.0,60.0,0.0,1.0,0.0,-32.0,-32.0,0,326.0,6.291411042944786,33.0,-11.0,44.0,19560.0
F,West Midlands Region,A Level or Equivalent,0,0-35,0,60,N,Pass,57.75,86.0,19.0,21.397217321205787,12.0,0.0,-90.0,-90.0,0,891.0,59.97979797979798,240.0,-16.0,256.0,51455.25
F,Wales,Lower Than A Level,30-40%,0-35,0,120,N,Pass,88.0909090909091,100.0,75.0,11.501778518599163,11.0,0.0,-52.0,-52.0,0,553.0,121.5370705244123,268.0,-4.0,272.0,48714.27272727273
M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,-79.0,1,0.0,0.0,0.0,0.0,0.0,0.0
F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,72.0,78.0,66.0,8.48528137423857,2.0,0.0,-25.0,-25.0,0,615.0,22.930081300813008,106.0,-18.0,124.0,44280.0
F,North Region,Lower Than A Level,10-20,0-35,0,90,N,Pass,58.54545454545455,91.0,21.0,19.97179829841888,11.0,0.0,-22.0,-22.0,0,535.0,118.35327102803738,241.0,-12.0,253.0,31321.818181818184
M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,84.2,85.0,83.0,0.8366600265340757,5.0,0.0,-29.0,-29.0,0,260.0,104.15384615384616,253.0,-4.0,257.0,21892.0
M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail,59.2,64.0,52.0,6.1400325732035,5.0,0.0,-43.0,-43.0,0,88.0,145.9090909090909,258.0,-7.0,265.0,5209.6
M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,85.25,100.0,71.0,12.54420754201487,8.0,0.0,-31.0,-31.0,0,175.0,44.97714285714286,168.0,-1.0,169.0,14918.75
F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-137.0,-137.0,1,0.0,0.0,0.0,0.0,0.0,0.0
F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-171.5,-196.0,1,34.0,20.264705882352942,29.0,10.0,19.0,0.0
M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,Y,Fail,77.0,100.0,52.0,16.15549442140351,9.0,0.0,-38.0,-38.0,0,136.0,157.05882352941177,229.0,-9.0,238.0,10472.0
F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,53.333333333333336,78.0,36.0,13.275918047351752,9.0,0.0,-154.0,-154.0,0,153.0,86.47058823529412,241.0,-18.0,259.0,8160.0
F,London Region,Lower Than A Level,50-60%,0-35,1,100,N,Withdrawn,57.72727272727273,90.0,31.0,18.547727133484088,11.0,0.0,-38.5,-75.0,1,182.0,110.7032967032967,240.0,-23.0,263.0,10506.363636363636
M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,79.5,93.0,58.0,9.180017825294636,12.0,0.0,-64.0,-64.0,0,1367.0,99.90343818580834,227.0,-18.0,245.0,108676.5
F,West Midlands Region,A Level or Equivalent,10-20,0-35,4,60,N,Pass,75.6875,100.0,39.0,20.15843495909343,16.0,0.0,-54.5,-80.0,0,516.0,111.87209302325581,244.0,-10.0,254.0,39054.75
M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,-29.0,0,51.0,12.0,27.0,-9.0,36.0,0.0
M,South West Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass,86.41666666666667,98.0,73.0,7.064100448855126,12.0,0.0,-43.0,-43.0,0,1019.0,102.66535819430814,265.0,-1.0,266.0,88058.58333333334
M,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,57.0,90.0,24.0,46.66904755831214,2.0,0.0,-22.0,-22.0,0,153.0,31.77777777777778,88.0,-1.0,89.0,8721.0
M,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction,88.22222222222223,100.0,75.0,10.232030318780554,9.0,0.0,-46.0,-46.0,0,129.0,134.5968992248062,241.0,2.0,239.0,11380.666666666668
F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,85.8,100.0,72.0,10.497618777608569,5.0,0.0,-153.0,-153.0,0,379.0,117.32717678100263,245.0,-8.0,253.0,32518.2
M,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,30,N,Pass,52.75,80.0,0.0,23.584195676645106,8.0,0.0,-8.0,-8.0,0,27.0,42.44444444444444,79.0,6.0,73.0,1424.25
M,Scotland,HE Qualification,80-90%,35-55,0,90,N,Pass,83.4,94.0,66.0,8.946756084997759,11.0,0.0,-15.0,-15.0,0,501.0,139.00798403193613,233.0,-15.0,248.0,41783.4
F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,75.77777777777777,100.0,42.0,18.48497888677302,9.0,0.0,-67.0,-67.0,0,268.0,122.32089552238806,229.0,-5.0,234.0,20308.44444444444
M,South East Region,A Level or Equivalent,0-10%,0-35,2,60,N,Pass,69.42857142857143,81.0,49.0,10.596495377515827,7.0,0.0,-30.0,-30.0,0,165.0,133.9030303030303,255.0,-18.0,273.0,11455.714285714286
F,Scotland,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,62.6,100.0,15.0,34.04115156689033,5.0,0.0,-99.0,-99.0,0,335.0,60.64179104477612,212.0,-9.0,221.0,20971.0
M,Wales,Lower Than A Level,0-10%,0-35,1,90,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-73.0,-73.0,1,4.0,3.0,6.0,0.0,6.0,0.0
M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,81.25,93.0,68.0,7.664854858377947,12.0,0.0,-24.0,-24.0,0,764.0,77.33769633507853,240.0,-18.0,258.0,62075.0
M,South East Region,HE Qualification,40-50%,0-35,0,120,N,Pass,80.41666666666667,95.0,67.0,8.77453270792378,12.0,0.0,-30.0,-30.0,0,552.0,109.28804347826087,221.0,-10.0,231.0,44390.0
M,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,26.5,53.0,0.0,37.476659402887016,2.0,0.0,-28.0,-28.0,0,209.0,38.02870813397129,89.0,-18.0,107.0,5538.5
F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,64.63636363636364,91.0,36.0,16.764681489803063,12.0,0.0,-23.0,-23.0,1,406.0,79.65024630541872,206.0,-11.0,217.0,26242.36363636364
M,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,92.33333333333333,98.0,87.0,5.5075705472861,3.0,0.0,-94.0,-94.0,1,151.0,10.437086092715232,46.0,-18.0,64.0,13942.333333333332
M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,84.75,93.0,78.0,5.310795181001192,12.0,0.0,-79.0,-79.0,0,1304.0,120.1963190184049,269.0,-3.0,272.0,110514.0
M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,95.25,96.0,95.0,0.5,4.0,0.0,-136.0,-136.0,0,108.0,53.407407407407405,170.0,-19.0,189.0,10287.0
F,Yorkshire Region,HE Qualification,10-20,35-55,0,70,N,Fail,49.42857142857143,69.0,24.0,14.432107063270918,7.0,0.0,-190.0,-190.0,0,274.0,117.55474452554745,233.0,-18.0,251.0,13543.428571428572
M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,83.41666666666667,96.0,70.0,8.857029394609103,12.0,0.0,-66.0,-66.0,0,1247.0,97.6439454691259,247.0,-18.0,265.0,104020.58333333334
F,South West Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,85.0,100.0,70.0,21.213203435596427,2.0,0.0,-66.0,-66.0,1,115.0,39.61739130434783,102.0,1.0,101.0,9775.0
M,South Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn,58.0,86.0,30.0,39.59797974644666,2.0,0.0,-59.0,-59.0,1,105.0,39.76190476190476,166.0,4.0,162.0,6090.0
M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,Fail,53.285714285714285,70.0,16.0,19.610492818168254,7.0,0.0,-149.0,-149.0,0,177.0,61.75706214689266,244.0,-23.0,267.0,9431.571428571428
M,North Western Region,A Level or Equivalent,0-10%,0-35,1,120,N,Withdrawn,76.66666666666667,94.0,62.0,16.16580753730952,3.0,0.0,-122.0,-153.0,2,523.0,19.141491395793498,124.0,-18.0,142.0,40096.66666666667
F,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass,82.18181818181819,100.0,70.0,9.516492860483654,11.0,0.45454545454545453,-108.0,-108.0,0,57.0,193.01754385964912,261.0,94.0,167.0,4684.363636363637
M,North Region,A Level or Equivalent,70-80%,35-55,0,90,N,Withdrawn,80.41666666666667,92.0,72.0,7.064100448855126,12.0,0.0,-120.0,-155.0,1,1023.0,107.26686217008798,264.0,-13.0,277.0,82266.25
M,South West Region,A Level or Equivalent,30-40%,35-55,1,80,N,Distinction,89.57142857142857,94.0,84.0,3.4086724129853847,7.0,0.5714285714285714,-160.0,-160.0,0,822.0,152.78467153284672,255.0,-15.0,270.0,73627.71428571429
M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-72.0,-72.0,1,0.0,0.0,0.0,0.0,0.0,0.0
F,Wales,A Level or Equivalent,90-100%,0-35,0,170,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-124.0,-124.0,1,4.0,-13.5,-11.0,-18.0,7.0,0.0
M,Ireland,HE Qualification,60-70%,35-55,1,120,Y,Withdrawn,41.0,50.0,32.0,12.727922061357855,2.0,0.0,-107.75,-189.0,4,797.0,10.33375156838143,80.0,-24.0,104.0,32677.0
M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-157.0,-157.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,75.47058823529412,98.0,29.0,18.537521567953814,17.0,0.0,-57.0,-57.0,1,569.0,87.39718804920913,226.0,-18.0,244.0,42942.76470588235
M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,55.714285714285715,80.0,27.0,21.952329304763126,7.0,0.0,-59.0,-59.0,0,290.0,91.82413793103449,245.0,-25.0,270.0,16157.142857142857
M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,-50.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-144.0,-144.0,1,0.0,0.0,0.0,0.0,0.0,0.0
F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,94.27272727272727,100.0,80.0,6.842381297339531,11.0,0.0,-60.0,-60.0,0,344.0,90.79069767441861,248.0,0.0,248.0,32429.81818181818
M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-134.0,-134.0,1,30.0,44.13333333333333,46.0,38.0,8.0,0.0
F,North Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-22.0,-22.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,South East Region,Lower Than A Level,30-40%,0-35,0,210,Y,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-125.33333333333333,-205.0,3,84.0,-12.55952380952381,19.0,-25.0,44.0,0.0
F,Wales,HE Qualification,90-100%,35-55,0,60,N,Pass,68.6,100.0,55.0,18.433664855367205,5.0,0.0,-49.0,-49.0,0,201.0,90.68159203980099,234.0,-4.0,238.0,13788.599999999999
F,North Western Region,A Level or Equivalent,30-40%,0-35,1,60,Y,Withdrawn,35.0,35.0,35.0,0.0,1.0,0.0,-104.5,-150.0,2,156.0,3.0641025641025643,33.0,-15.0,48.0,5460.0
F,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,Y,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-65.0,-65.0,1,8.0,-25.0,-25.0,-25.0,0.0,0.0
M,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,55.0,88.0,0.0,33.45145736735546,5.0,0.0,-4.5,-21.0,1,640.0,92.1296875,241.0,-17.0,258.0,35200.0
F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,87.66666666666667,95.0,83.0,6.429100507328638,3.0,0.0,-157.0,-157.0,1,94.0,28.5,106.0,-25.0,131.0,8240.666666666668
M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,73.66666666666667,94.0,44.0,20.457272545478787,9.0,0.0,-135.0,-142.0,0,455.0,68.22637362637363,236.0,-9.0,245.0,33518.333333333336
M,South Region,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn,81.6,91.0,60.0,12.798437404620925,5.0,0.0,-138.5,-198.0,1,377.0,73.46684350132627,237.0,-15.0,252.0,30763.199999999997
M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,Pass,43.8,52.0,30.0,9.23038460737146,5.0,0.0,-129.0,-129.0,0,152.0,44.81578947368421,244.0,-10.0,254.0,6657.599999999999
M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,84.0,86.0,82.0,2.8284271247461903,2.0,0.0,-42.0,-42.0,1,182.0,23.67032967032967,62.0,-6.0,68.0,15288.0
M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Pass,92.0,99.0,76.0,10.739335795724676,4.0,0.0,-46.0,-46.0,0,682.0,95.13782991202346,258.0,-11.0,269.0,62744.0
F,East Anglian Region,No Formal quals,10-20,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-274.0,-274.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-138.5,-142.0,2,3.0,-13.666666666666666,-9.0,-16.0,7.0,0.0
M,North Region,A Level or Equivalent,0,0-35,0,120,N,Pass,88.35714285714286,94.0,74.0,5.358058529802675,14.0,0.0,-225.0,-281.0,0,1921.0,102.00832899531494,254.0,-18.0,272.0,169734.07142857145
F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail,73.0,78.0,68.0,7.0710678118654755,2.0,0.0,-31.0,-31.0,0,28.0,19.821428571428573,43.0,-2.0,45.0,2044.0
F,East Anglian Region,HE Qualification,30-40%,35-55,0,60,N,Withdrawn,84.0,84.0,84.0,0.0,1.0,0.0,-110.0,-110.0,1,173.0,48.641618497109825,105.0,-13.0,118.0,14532.0
F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,79.18181818181819,100.0,56.0,18.01009817751243,11.0,0.0,-25.0,-25.0,0,416.0,81.14663461538461,215.0,-6.0,221.0,32939.63636363637
F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,71.4,100.0,63.0,16.024980499208105,5.0,0.0,-162.0,-162.0,0,174.0,84.42528735632185,254.0,-9.0,263.0,12423.6
F,Scotland,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,89.0,100.0,58.0,16.031219541881402,7.0,0.0,-19.0,-19.0,0,206.0,148.2621359223301,236.0,3.0,233.0,18334.0
M,East Anglian Region,HE Qualification,60-70%,35-55,0,60,N,Distinction,86.5625,100.0,75.0,8.099125467192948,16.0,0.0,-131.0,-177.0,0,1715.0,96.07638483965015,269.0,-18.0,287.0,148454.6875
M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,180,N,Fail,70.4,91.0,26.0,26.500943379434627,5.0,0.0,-32.0,-32.0,0,491.0,43.45213849287169,257.0,-18.0,275.0,34566.4
F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,35.0,62.0,1.0,31.096623610932426,3.0,0.0,-150.0,-150.0,1,24.0,69.125,152.0,0.0,152.0,840.0
M,South West Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,43.0,64.0,22.0,29.698484809834994,2.0,0.0,-39.0,-39.0,1,143.0,69.57342657342657,143.0,0.0,143.0,6149.0
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,81.72727272727273,100.0,67.0,12.822565336865395,11.0,0.0,-158.0,-158.0,0,140.0,58.635714285714286,207.0,-10.0,217.0,11441.818181818182
F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,80.83333333333333,100.0,65.0,13.141421905447283,12.0,0.0,-66.5,-102.0,0,241.0,106.23651452282158,261.0,-13.0,274.0,19480.833333333332
F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-22.0,-22.0,1,4.0,-15.5,-15.0,-16.0,1.0,0.0
F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-87.0,-87.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,Wales,Lower Than A Level,40-50%,0-35,0,30,N,Fail,72.0,78.0,66.0,8.48528137423857,2.0,0.0,-8.0,-8.0,0,135.0,33.044444444444444,76.0,-8.0,84.0,9720.0
M,West Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-32.0,-32.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,South East Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,89.66666666666667,100.0,60.0,13.500000000000002,9.0,0.0,-36.0,-36.0,0,321.0,106.25545171339564,242.0,-10.0,252.0,28783.0
M,West Midlands Region,HE Qualification,90-100%,0-35,0,60,N,Fail,78.5,91.0,69.0,11.239810200058244,4.0,0.0,-113.0,-113.0,0,138.0,79.48550724637681,234.0,3.0,231.0,10833.0
M,Ireland,Lower Than A Level,0,35-55,0,30,N,Distinction,98.8,100.0,94.0,2.683281572999747,5.0,0.0,-28.0,-28.0,0,1364.0,111.70674486803519,269.0,-14.0,283.0,134763.19999999998
F,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Distinction,85.36363636363636,100.0,76.0,9.625723113332603,11.0,0.0,-31.0,-31.0,0,223.0,102.02690582959642,229.0,-8.0,237.0,19036.090909090908
M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,56.0,58.0,54.0,2.8284271247461903,2.0,0.0,-95.0,-95.0,1,53.0,30.49056603773585,51.0,15.0,36.0,2968.0
F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,30,Y,Pass,80.07142857142857,100.0,58.0,14.865883945951733,14.0,0.0,-47.0,-70.0,0,521.0,133.67370441458732,261.0,-13.0,274.0,41717.21428571428
F,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,74.28571428571429,89.0,52.0,12.750350135248388,7.0,0.0,-65.0,-65.0,0,173.0,103.46242774566474,239.0,-5.0,244.0,12851.428571428572
F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,83.57142857142857,93.0,73.0,7.020378500174635,7.0,0.0,-43.0,-43.0,0,698.0,121.64756446991404,254.0,-18.0,272.0,58332.857142857145
F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,73.07692307692308,93.0,30.0,16.82984223763223,13.0,0.0,-31.5,-34.0,0,868.0,93.8721198156682,233.0,-18.0,251.0,63430.769230769234
M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,63.0,78.0,36.0,23.430749027719962,3.0,0.0,-155.0,-155.0,0,167.0,55.93413173652694,235.0,-18.0,253.0,10521.0
M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,88.0,92.0,84.0,5.656854249492381,2.0,0.0,-88.0,-88.0,1,126.0,11.063492063492063,29.0,-4.0,33.0,11088.0
M,Ireland,HE Qualification,0,0-35,3,120,N,Pass,76.75,91.0,32.0,14.186848369763688,16.0,0.25,-63.0,-92.0,1,735.0,91.28979591836735,237.0,-18.0,255.0,56411.25
F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-95.0,-95.0,1,13.0,-13.0,-5.0,-18.0,13.0,0.0
F,South Region,Lower Than A Level,40-50%,0-35,0,150,Y,Withdrawn,43.166666666666664,61.0,8.0,19.52861148844604,6.0,0.0,-73.0,-73.0,1,684.0,58.89035087719298,212.0,-18.0,230.0,29526.0
F,North Western Region,HE Qualification,10-20,0-35,0,60,N,Pass,82.45454545454545,100.0,60.0,14.644887410722122,11.0,0.0,-94.0,-94.0,0,151.0,85.58940397350993,227.0,0.0,227.0,12450.636363636364
M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,0,0.0,0.0,0.0,0.0,0.0,0.0
F,Scotland,HE Qualification,70-80%,35-55,0,75,N,Distinction,90.18181818181819,100.0,66.0,12.262285119978099,11.0,0.0,-32.0,-32.0,0,258.0,97.45736434108527,268.0,-4.0,272.0,23266.909090909092
M,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Fail,62.25,78.0,33.0,14.876002640005634,12.0,0.0,-107.0,-107.0,0,938.0,112.64498933901919,226.0,-17.0,243.0,58390.5
F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,91.11111111111111,100.0,60.0,13.411230782859235,9.0,0.0,-28.0,-28.0,0,444.0,148.07882882882882,261.0,-15.0,276.0,40453.333333333336
F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,61.4,85.0,1.0,34.44270604932196,5.0,0.0,-151.0,-151.0,0,214.0,144.79439252336448,236.0,-9.0,245.0,13139.6
F,East Anglian Region,No Formal quals,40-50%,0-35,0,30,N,Fail,49.4,60.0,34.0,13.63084736911099,5.0,0.0,-26.0,-26.0,0,88.0,53.97727272727273,153.0,-2.0,155.0,4347.2
F,Scotland,HE Qualification,30-40%,0-35,1,75,Y,Withdrawn,64.9,100.0,1.0,25.46217237829919,10.0,0.0,-53.5,-75.0,1,222.0,54.2972972972973,201.0,-9.0,210.0,14407.800000000001
M,London Region,Lower Than A Level,30-40%,0-35,0,60,Y,Fail,78.0,78.0,78.0,0.0,1.0,0.0,-93.0,-93.0,0,26.0,36.73076923076923,52.0,2.0,50.0,2028.0
M,Scotland,HE Qualification,50-60%,35-55,0,30,N,Withdrawn,72.5,87.0,58.0,20.506096654409877,2.0,0.0,-135.0,-135.0,1,133.0,40.3609022556391,81.0,-18.0,99.0,9642.5
M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,72.5,94.0,63.0,9.78403151708296,12.0,0.0,-90.0,-90.0,0,698.0,129.1189111747851,262.0,-18.0,280.0,50605.0
F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,87.63636363636364,100.0,78.0,9.113426658208505,11.0,0.0,-61.0,-61.0,0,220.0,74.7909090909091,200.0,-3.0,203.0,19280.0
F,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,Fail,59.0,59.0,59.0,0.0,1.0,0.0,-60.0,-60.0,0,15.0,0.4666666666666667,22.0,-5.0,27.0,885.0
F,London Region,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,86.77777777777777,96.0,74.0,7.496295381349673,9.0,0.0,-22.0,-22.0,0,1157.0,150.02938634399308,268.0,-13.0,281.0,100401.88888888888
M,South East Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,89.0,100.0,73.0,12.064640713902572,10.0,0.0,-34.0,-34.0,0,364.0,121.71978021978022,239.0,13.0,226.0,32396.0
F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,77.81818181818181,100.0,20.0,22.19377472093552,11.0,0.0,-54.0,-54.0,0,108.0,68.96296296296296,225.0,-9.0,234.0,8404.363636363636
F,Ireland,Lower Than A Level,60-70%,35-55,0,60,N,Pass,55.4,82.0,0.0,31.902977917429588,5.0,0.0,-17.0,-17.0,0,117.0,91.78632478632478,237.0,9.0,228.0,6481.8
F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,56.8,100.0,0.0,25.775957790157868,10.0,0.0,-66.0,-66.0,0,73.0,100.9041095890411,204.0,-1.0,205.0,4146.4
M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,84.75,98.0,60.0,16.91892431568863,4.0,0.0,-115.5,-175.0,0,401.0,51.204488778054866,229.0,-17.0,246.0,33984.75
M,East Midlands Region,HE Qualification,80-90%,0-35,0,90,N,Pass,78.14285714285714,97.0,60.0,8.990471146084138,21.0,0.0,-122.5,-166.0,0,1569.0,97.21542383683875,262.0,-18.0,280.0,122606.14285714286
F,North Region,HE Qualification,0,35-55,0,60,N,Distinction,85.85714285714286,96.0,70.0,10.205040771249136,7.0,0.0,-67.0,-67.0,0,1049.0,119.06196377502383,250.0,-25.0,275.0,90064.14285714286
M,Ireland,Lower Than A Level,90-100%,0-35,0,60,N,Pass,73.81818181818181,100.0,41.0,20.247558775408862,11.0,0.0,-29.0,-29.0,0,132.0,153.91666666666666,233.0,-8.0,241.0,9744.0
F,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Distinction,84.33333333333333,94.0,71.0,6.065301211636473,12.0,0.0,-158.0,-158.0,0,1176.0,97.70238095238095,267.0,-18.0,285.0,99176.0
F,East Anglian Region,Lower Than A Level,40-50%,35-55,1,60,N,Fail,93.0,95.0,92.0,1.7320508075688772,3.0,0.3333333333333333,-111.0,-136.0,1,327.0,16.593272171253822,58.0,-24.0,82.0,30411.0
F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,57.333333333333336,69.0,39.0,10.443498775155128,6.0,0.0,-192.0,-192.0,0,142.0,90.7394366197183,260.0,-5.0,265.0,8141.333333333334
M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,46.0,76.0,17.0,22.627416997969522,7.0,0.0,-28.0,-28.0,0,235.0,56.34893617021277,240.0,-17.0,257.0,10810.0
F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,58.0,75.0,1.0,31.984371183438952,5.0,0.0,-49.0,-49.0,0,184.0,114.0054347826087,237.0,-6.0,243.0,10672.0
M,London Region,No Formal quals,0-10%,0-35,0,90,N,Fail,38.0,38.0,38.0,0.0,1.0,0.0,-136.0,-136.0,0,27.0,23.51851851851852,35.0,-15.0,50.0,1026.0
